Genome,genomeId,sampleId,sampleName,AssemblyAccession,AssemblyName,SpeciesName,taxonomy_check_status,strain,virulence,virulence_pcr,geo_loc_country,continent,host,isolation_source,collection_year,collected_by,env_broad_scale,type_material,source,representative_status,sample_type,length,N50,L50,n_contigs,nodepath.ani_upgma,nodepath.ani_nj,nodepath.kmer_upgma,nodepath.kmer_nj,nodepath.core_snp_ml
358,g_358,GCF_000808295.1_ASM80829v1,GCF_000808295.1,GCF_000808295.1,ASM80829v1,P. brasiliense,OK,Y31,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4826010,903350,2,14,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n81;n82;n83;g_358,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n402;n403;n404;n405;g_358,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n79;n80;n81;g_358,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n79;n80;n81;g_358,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n198;n201;n202;g_358
359,g_359,GCF_000808315.1_ASM80831v1,GCF_000808315.1,GCF_000808315.1,ASM80831v1,P. brasiliense,OK,Y3,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4739849,678245,3,16,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n81;n82;n83;n84;g_359,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n402;n403;n404;n405;n406;g_359,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n79;n80;n81;n82;g_359,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n79;n80;n81;n82;g_359,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n198;n201;n202;n203;g_359
360,g_360,GCF_000808335.1_ASM80833v1,GCF_000808335.1,GCF_000808335.1,ASM80833v1,P. brasiliense,OK,Y65,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4680590,239237,8,31,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n109;n110;g_360,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n365;n366;g_360,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;g_360,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;n112;g_360,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n204;n210;n223;n224;n225;g_360
361,g_361,GCF_000808515.1_ASM80851v1,GCF_000808515.1,GCF_000808515.1,ASM80851v1,P. carotovorum,OK,B5,NA,NA,China,Asia,Brassica rapa ssp. pekinensis (Chinese cabbage),infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4826332,1446736,2,6,n1;n2;n3;n4;n5;n6;n194;n195;n196;n289;n290;n291;n292;n293;n294;n295;n296;n297;n298;n300;g_361,n1;n453;n180;n179;n28;n29;n30;n145;n146;n147;n148;n149;n150;n151;n152;n153;n154;n155;n156;g_361,n1;n2;n3;n4;n5;n6;n7;n195;n196;n289;n290;n291;n292;n293;n294;n295;n296;n297;n298;g_361,n1;n453;n252;n199;n198;n197;n9;n8;n315;n316;n317;n318;n319;n320;n321;n322;n323;n324;n325;g_361,n1;n453;n13;n12;n11;n10;n9;n8;n7;n6;n5;n4;n3;n444;n445;n446;n447;n449;g_361
362,g_362,GCF_000808495.1_ASM80849v1,GCF_000808495.1,GCF_000808495.1,ASM80849v1,P. carotovorum,OK,B2,NA,NA,China,Asia,Brassica rapa ssp. pekinensis (Chinese cabbage),infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4756023,605830,2,12,n1;n2;n3;n4;n5;n6;n194;n195;n196;n289;n290;n306;n307;n308;n312;g_362,n1;n453;n180;n179;n28;n29;n30;n145;n146;n147;n167;n171;g_362,n1;n2;n3;n4;n5;n6;n7;n195;n196;n289;n290;n291;n306;n307;n308;n309;n313;g_362,n1;n453;n252;n199;n198;n197;n9;n8;n315;n316;n317;n318;n333;n334;n335;n336;n337;n340;g_362,n1;n453;n13;n12;n11;n10;n9;n8;n7;n6;n5;n430;n435;n436;n437;n438;g_362
363,g_363,GCF_000808475.1_ASM80847v1,GCF_000808475.1,GCF_000808475.1,ASM80847v1,P. carotovorum,OK,Y39,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4965577,839338,3,12,n1;n2;n3;n4;n5;n6;n194;n195;n196;n289;n290;n291;n292;n293;n294;n302;g_363,n1;n453;n180;n179;n28;n29;n30;n145;n146;n147;n148;n149;n150;n151;n159;g_363,n1;n2;n3;n4;n5;n6;n7;n195;n196;n289;n290;n291;n292;n293;n301;g_363,n1;n453;n252;n199;n198;n197;n9;n8;n315;n316;n317;n318;n319;n320;n328;g_363,n1;n453;n13;n12;n11;n10;n9;n8;n7;n6;n5;n4;n3;n444;n452;g_363
364,g_364,GCF_000808455.1_ASM80845v1,GCF_000808455.1,GCF_000808455.1,ASM80845v1,P. brasiliense,OK,Y60,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4832431,488480,3,16,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n81;n85;g_364,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n402;n403;g_364,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n79;n80;n83;g_364,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n79;n80;n83;g_364,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n198;n199;g_364
365,g_365,GCF_000808435.1_ASM80843v1,GCF_000808435.1,GCF_000808435.1,ASM80843v1,P. carotovorum,OK,Y16,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4741163,272417,7,29,n1;n2;n3;n4;n5;n6;n194;n195;n196;n289;n290;n306;n313;n314;g_365,n1;n453;n180;n179;n28;n29;n30;n145;n146;n147;n148;n164;n165;g_365,n1;n2;n3;n4;n5;n6;n7;n195;n196;n289;n290;n291;n306;n307;n308;n314;n315;g_365,n1;n453;n252;n199;n198;n197;n9;n8;n315;n316;n317;n318;n333;n334;n342;n343;g_365,n1;n453;n13;n12;n11;n10;n9;n8;n7;n6;n5;n430;n431;n433;g_365
366,g_366,GCF_000808375.1_ASM80837v1,GCF_000808375.1,GCF_000808375.1,ASM80837v1,P. brasiliense,OK,S2,NA,NA,China,Asia,Brassica rapa ssp. pekinensis (Chinese cabbage),infected leaves,2007,NA,NA,NA,NCBI,NA,whole organism,4836552,261972,7,36,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n109;n118;n121;g_366,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n365;n374;n375;n376;n378;g_366,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n119;n122;g_366,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;n120;n123;g_366,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n204;n210;n223;n224;n228;g_366
367,g_367,GCF_000808385.1_ASM80838v1,GCF_000808385.1,GCF_000808385.1,ASM80838v1,P. brasiliense,OK,Y52,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4780080,429995,4,17,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n87;g_367,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n408;g_367,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n85;g_367,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n85;g_367,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n197;g_367
368,g_368,GCF_000808355.1_ASM80835v1,GCF_000808355.1,GCF_000808355.1,ASM80835v1,P. brasiliense,OK,B6,NA,NA,China,Asia,Brassica rapa ssp. pekinensis (Chinese cabbage),infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4683460,286737,5,33,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;g_368,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n365;n374;n375;g_368,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n123;g_368,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;g_368,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n236;n238;g_368
369,g_369,GCF_000808255.1_ASM80825v1,GCF_000808255.1,GCF_000808255.1,ASM80825v1,P. brasiliense,OK,Y46,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4777745,265122,6,31,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n122;n123;g_369,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n362;n363;g_369,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n123;n124;n125;g_369,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n124;n125;g_369,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n239;n240;g_369
370,g_370,GCF_000808235.1_ASM80823v1,GCF_000808235.1,GCF_000808235.1,ASM80823v1,P. brasiliense,OK,Y21,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4762596,385890,4,22,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n81;n85;n86;g_370,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n402;n407;g_370,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n79;n84;g_370,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n79;n84;g_370,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n198;n199;n200;g_370
371,g_371,GCF_000808245.1_ASM80824v1,GCF_000808245.1,GCF_000808245.1,ASM80824v1,P. brasiliense,OK,Y29,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4815476,262727,6,27,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n109;n110;n111;n112;g_371,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n365;n366;n367;n368;n369;g_371,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;n112;n113;n118;g_371,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;n112;n113;n114;n115;g_371,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n204;n210;n223;n229;n230;n231;n232;n233;g_371
372,g_372,GCF_000808145.1_ASM80814v1,GCF_000808145.1,GCF_000808145.1,ASM80814v1,P. brasiliense,OK,Y62,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4857062,816391,2,14,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n79;n80;n81;n82;n83;n84;g_372,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n16;n400;n401;n402;n403;n404;n405;n406;g_372,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n76;n77;n78;n79;n80;n81;n82;g_372,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n20;n21;n77;n78;n79;n80;n81;n82;g_372,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n136;n195;n196;n198;n201;n202;n203;g_372
373,g_373,GCF_000808115.1_ASM80811v1,GCF_000808115.1,GCF_000808115.1,ASM80811v1,P. brasiliense,OK,Y49,NA,NA,China,Asia,Brassica rapa ssp. chinensis,infected leaves,2013,NA,NA,NA,NCBI,NA,whole organism,4702692,269637,6,31,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n109;n118;n121;g_373,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n365;n374;n375;n376;n378;g_373,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n119;n122;g_373,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n111;n120;n123;g_373,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n204;n210;n223;n224;n228;g_373
374,g_374,GCF_000803315.1_ASM80331v1,GCF_000803315.1,GCF_000803315.1,ASM80331v1,P. actinidiae,OK,KKH3,NA,NA,Republic of Korea,Asia,NA,kiwi fruit,2006,NA,NA,type strain,NCBI,representative genome,NA,4922167,4068673,1,3,n1;n2;n3;n4;n5;n339;n340;g_374,n1;n453;n180;n179;n28;n29;n175;n176;g_374,n1;n2;n3;n4;n5;n6;n340;n341;n342;g_374,n1;n453;n252;n199;n198;n197;n311;n312;g_374,n1;n453;n13;n12;n11;n10;n312;n314;n315;g_374
375,g_375,GCF_000803215.1_ASM80321v1,GCF_000803215.1,GCF_000803215.1,ASM80321v1,P. fontis,OK,M022,NA,NA,Malaysia,Asia,NA,waterfall,2013,Wen-Si Tan,NA,type strain,NCBI,representative genome,NA,4146398,126203,12,91,n1;n2;g_375,n1;n453;g_375,n1;n2;g_375,n1;n453;g_375,n1;n453;g_375
376,g_376,GCF_000757625.1_PecWasRNS_1.0,GCF_000757625.1,GCF_000757625.1,PecWasRNS_1.0,P. parmentieri,OK,RNS 08-42-1A,NA,NA,France,Europe,NA,potato,2008,NA,temperate broadleaf forest,type strain,NCBI,NA,NA,5015359,3310642,1,8,n1;n2;n3;n377;n378;n379;n380;n408;n409;n410;n411;n412;g_376,n1;n453;n180;n181;n182;n183;n184;n185;n186;n206;n207;n208;n209;g_376,n1;n2;n3;n402;n403;n404;n405;n406;n425;n426;n427;n428;n429;n430;g_376,n1;n453;n252;n199;n200;n201;n202;n203;n204;n205;n206;n207;n208;n209;n210;n211;g_376,n1;n453;n13;n12;n48;n49;n62;n63;n64;n65;n87;n88;n89;n90;n91;n93;g_376
377,g_377,GCF_000754765.1_ASM75476v1,GCF_000754765.1,GCF_000754765.1,ASM75476v1,P. odoriferum,OK,NCPPB 3839,NA,NA,France,Europe,Cichorium intybus,NA,1978,NA,NA,type strain,NCBI,NA,NA,5050674,278770,5,109,n1;n2;n3;n4;n5;n6;n194;n319;n320;n321;n322;n332;g_377,n1;n453;n180;n179;n28;n29;n30;n31;n124;n125;n126;n127;n137;g_377,n1;n2;n3;n4;n5;n6;n7;n195;n320;n321;n322;g_377,n1;n453;n252;n199;n198;n197;n9;n8;n315;n347;n348;n349;g_377,n1;n453;n13;n12;n11;n10;n9;n8;n408;n410;n411;n412;n413;n414;n415;n416;n417;n421;g_377
378,g_378,GCF_000754715.1_ASM75471v1,GCF_000754715.1,GCF_000754715.1,ASM75471v1,P. odoriferum,OK,NCPPB 3841,NA,NA,France,Europe,Cichorium intybus,NA,1979,NA,NA,NA,NCBI,NA,NA,5456042,238674,9,167,n1;n2;n3;n4;n5;n6;n194;n319;n320;n321;n322;n323;n329;n331;g_378,n1;n453;n180;n179;n28;n29;n30;n31;n124;n125;n126;n127;n128;n134;n135;g_378,n1;n2;n3;n4;n5;n6;n7;n195;n320;n321;n322;n323;n324;n331;n333;g_378,n1;n453;n252;n199;n198;n197;n9;n8;n315;n347;n348;n349;n350;n351;n352;n353;g_378,n1;n453;n13;n12;n11;n10;n9;n8;n408;n410;n411;n412;n413;n414;n415;n416;n417;n418;n420;g_378
379,g_379,GCF_000754695.1_ASM75469v1,GCF_000754695.1,GCF_000754695.1,ASM75469v1,P. brasiliense,OK,LMG 21371,NA,NA,Brazil,South America,Solanum tuberosum,Rio Grande do Sul,2002,NA,NA,type strain,NCBI,NA,NA,4818287,514700,4,72,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n127;n128;n136;n140;n141;g_379,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n339;n340;n341;n345;n346;g_379,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n129;n130;n131;n132;n138;n139;g_379,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n133;n134;n135;n136;n137;n138;g_379,n1;n453;n13;n12;n11;n125;n126;n127;n128;n248;n249;n250;n251;n261;n262;n263;g_379
380,g_380,GCF_000754705.1_ASM75470v1,GCF_000754705.1,GCF_000754705.1,ASM75470v1,P. brasiliense,OK,LMG 21372,NA,NA,Brazil,South America,Solanum tuberosum,Ria Grande do Sul,2002,NA,NA,NA,NCBI,NA,NA,4920491,1055512,2,50,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n127;n128;n136;n137;n138;g_380,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n339;n340;n341;n342;n343;n344;g_380,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n129;n143;n144;g_380,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n133;n134;n135;n136;n141;n142;n143;g_380,n1;n453;n13;n12;n11;n125;n126;n127;n128;n248;n249;n250;n264;g_380
381,g_381,GCF_000754685.1_ASM75468v1,GCF_000754685.1,GCF_000754685.1,ASM75468v1,P. wasabiae,OK,NCPPB 3702,NA,NA,Japan,Asia,Eutrema japonicum,NA,1987,NA,NA,NA,NCBI,NA,NA,4996004,465249,4,46,n1;n2;n3;n377;n378;n379;n416;n417;g_381,n1;n453;n180;n181;n182;n183;n184;n221;n222;g_381,n1;n2;n3;n402;n403;n440;n441;g_381,n1;n453;n252;n199;n200;n201;n202;n239;n240;g_381,n1;n453;n13;n12;n48;n49;n62;n99;n100;g_381
382,g_382,GCF_000749965.1_ASM74996v1,GCF_000749965.1,GCF_000749965.1,ASM74996v1,P. atrosepticum,OK,NCPPB 3404,NA,NA,Canada,North America,Solanum tuberosum,NA,1977,NA,NA,NA,NCBI,NA,NA,4895507,564685,3,42,n1;n2;n3;n377;n430;n431;n432;n433;n434;n435;g_382,n1;n453;n180;n181;n234;n235;n236;n237;n238;n239;g_382,n1;n2;n3;n4;n378;n379;n380;n381;n382;n383;n384;g_382,n1;n453;n252;n253;n254;n255;n256;n257;n258;g_382,n1;n453;n13;n12;n48;n101;n102;n103;n104;n105;n107;n108;n109;n110;n112;g_382
383,g_383,GCF_000749925.1_ASM74992v1,GCF_000749925.1,GCF_000749925.1,ASM74992v1,P. betavasculorum,OK,NCPPB 2793,NA,NA,United States,North America,Beta vulgaris,NA,1975,NA,NA,NA,NCBI,NA,NA,4664029,301654,4,76,n1;n2;n3;n377;n430;n431;n451;g_383,n1;n453;n180;n181;n234;n235;n255;g_383,n1;n2;n3;n4;n378;n379;n399;g_383,n1;n453;n252;n253;n254;n274;g_383,n1;n453;n13;n12;n48;n101;n121;n124;g_383
384,g_384,GCF_000749915.1_ASM74991v1,GCF_000749915.1,GCF_000749915.1,ASM74991v1,P. parvum,OK,NCPPB 3395,NA,NA,Netherlands,Europe,Solanum tuberosum,NA,1985,NA,NA,NA,NCBI,NA,NA,4560296,170558,8,72,n1;n2;n3;n4;n5;n6;n7;n8;n146;n147;n170;n171;n172;n173;n177;g_384,n1;n453;n180;n179;n28;n27;n292;n315;n323;g_384,n1;n2;n3;n4;n5;n6;n7;n8;n9;n149;n172;n173;n174;n175;n177;g_384,n1;n453;n252;n199;n198;n197;n9;n10;n11;n151;n174;n175;n179;g_384,n1;n453;n13;n12;n11;n125;n126;n266;n267;n268;n269;n270;n271;n272;g_384
385,g_385,GCF_000749905.1_ASM74990v1,GCF_000749905.1,GCF_000749905.1,ASM74990v1,P. atrosepticum,OK,NCPPB 549,NA,NA,United Kingdom,Europe,Solanum tuberosum,NA,1958,NA,NA,type strain,NCBI,NA,NA,5099429,395607,6,43,n1;n2;n3;n377;n430;n431;n432;n433;n434;n435;n436;n442;g_385,n1;n453;n180;n181;n234;n235;n236;n237;n238;n239;n240;n246;g_385,n1;n2;n3;n4;n378;n379;n380;n381;n382;n383;n390;g_385,n1;n453;n252;n253;n254;n255;n256;n257;n258;n259;n265;g_385,n1;n453;n13;n12;n48;n101;n102;n103;n104;n105;n106;g_385
386,g_386,GCF_000749845.1_ASM74984v1,GCF_000749845.1,GCF_000749845.1,ASM74984v1,P. betavasculorum,OK,NCPPB 2795,NA,NA,United States,North America,Beta vulgaris,NA,1972,NA,NA,type strain,NCBI,representative genome,NA,4676308,472932,3,64,n1;n2;n3;n377;n430;n431;n451;g_386,n1;n453;n180;n181;n234;n235;n255;g_386,n1;n2;n3;n4;n378;n379;n399;g_386,n1;n453;n252;n253;n254;n274;g_386,n1;n453;n13;n12;n48;n101;n121;n124;g_386
387,g_387,GCF_000749865.1_ASM74986v1,GCF_000749865.1,GCF_000749865.1,ASM74986v1,P. wasabiae,OK,NCPPB 3701,NA,NA,Japan,Asia,Eutrema japonicum,NA,1990,NA,NA,type strain,NCBI,NA,NA,4996880,355840,5,47,n1;n2;n3;n377;n378;n379;n416;n417;g_387,n1;n453;n180;n181;n182;n183;n184;n221;n222;g_387,n1;n2;n3;n402;n403;n440;n441;g_387,n1;n453;n252;n199;n200;n201;n202;n239;n240;g_387,n1;n453;n13;n12;n48;n49;n62;n99;g_387
388,g_388,GCF_000749855.1_ASM74985v1,GCF_000749855.1,GCF_000749855.1,ASM74985v1,P. carotovorum,OK,NCPPB 312,NA,NA,Denmark,Europe,Solanum tuberosum,NA,1952,NA,NA,type strain,NCBI,NA,NA,4761312,547054,4,43,n1;n2;n3;n4;n5;n6;n194;n195;n196;n289;n290;n291;n292;n303;n304;n305;g_388,n1;n453;n180;n179;n28;n29;n30;n145;n146;n147;n148;n149;n150;n160;n161;n162;n163;g_388,n1;n2;n3;n4;n5;n6;n7;n195;n196;n289;n290;n291;n292;n302;n303;n304;n305;g_388,n1;n453;n252;n199;n198;n197;n9;n8;n315;n316;n317;n318;n319;n329;n330;n331;n332;g_388,n1;n453;n13;n12;n11;n10;n9;n8;n7;n6;n5;n4;n441;n442;n443;g_388
389,g_389,GCF_000740965.1_ASM74096v1,GCF_000740965.1,GCF_000740965.1,ASM74096v1,P. atrosepticum,OK,21A,NA,NA,Belarus,Europe,Solanum tuberosum,potato stems,1978,Anatoli Evtushenkov,NA,NA,NCBI,representative genome,NA,5024250,4991806,1,2,n1;n2;n3;n377;n430;n431;n432;n433;n434;n443;n444;g_389,n1;n453;n180;n181;n234;n235;n236;n237;n238;n247;n248;g_389,n1;n2;n3;n4;n378;n379;n380;n381;n382;n391;g_389,n1;n453;n252;n253;n254;n255;n256;n257;n266;g_389,n1;n453;n13;n12;n48;n101;n102;n103;n104;n113;n114;g_389
390,g_390,GCF_000738115.1_ASM73811v1,GCF_000738115.1,GCF_000738115.1,ASM73811v1,P. brasiliense,OK,CFIA1001,NA,NA,Canada,North America,potato,potato stem,2007,NA,NA,NA,NCBI,NA,NA,4764025,1163329,2,18,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n90;n91;n92;n93;n98;n101;g_390,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n21;n20;n19;n18;n17;n379;n380;n381;n382;n383;n384;n385;g_390,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n90;n91;n92;n93;n94;n95;n96;n99;g_390,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n16;n17;n18;n19;n88;n89;n90;n91;n92;n93;n94;n95;g_390,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;n131;n132;n133;n134;n135;n204;n205;n209;g_390
391,g_391,GCF_000738125.1_ASM73812v1,GCF_000738125.1,GCF_000738125.1,ASM73812v1,P. brasiliense,corrected,CFIA1033,NA,NA,Canada,North America,potato,potato stem,2009,NA,NA,NA,NCBI,NA,NA,4701767,137219,10,60,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;g_391,n1;n453;n180;n179;n28;n27;n26;n25;n24;n23;n22;n355;g_391,n1;n2;n3;n4;n5;n6;n7;n8;n9;n10;n11;n12;n13;n14;n15;g_391,n1;n453;n252;n199;n198;n197;n9;n10;n11;n12;n13;n14;n15;n129;g_391,n1;n453;n13;n12;n11;n125;n126;n127;n128;n129;n130;g_391
